Year,Police_Region,Severity,Drink_Driving,Driver_Speed,Fatigued_Driver,Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury
2003,Southern,Hospitalisation,No,No,Yes,No,34,0,45,2,3
2003,Southern,Hospitalisation,No,Yes,No,No,24,0,28,5,1
2003,Southern,Hospitalisation,No,Yes,No,Yes,2,0,2,0,0
2003,Southern,Hospitalisation,Yes,No,No,No,45,0,51,6,1
2003,Southern,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0
2003,Southern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0
2003,Southern,Hospitalisation,Yes,Yes,No,No,6,0,6,2,0
2003,Southern,Medical treatment,No,No,No,No,449,0,0,545,28
2003,Southern,Medical treatment,No,No,No,Yes,18,0,0,19,1
2003,Southern,Medical treatment,No,No,Yes,No,16,0,0,19,0
2003,Southern,Medical treatment,No,Yes,No,No,16,0,0,21,2
2003,Southern,Medical treatment,No,Yes,No,Yes,2,0,0,3,0
2003,Southern,Medical treatment,Yes,No,No,No,30,0,0,34,0
2003,Southern,Medical treatment,Yes,Yes,No,No,1,0,0,1,0
2003,Southern,Minor injury,No,No,No,No,289,0,0,0,354
2003,Southern,Minor injury,No,No,No,Yes,11,0,0,0,11
2003,Southern,Minor injury,No,No,Yes,No,6,0,0,0,6
2003,Southern,Minor injury,No,Yes,No,No,12,0,0,0,15
2003,Southern,Minor injury,No,Yes,Yes,No,1,0,0,0,1
2003,Southern,Minor injury,Yes,No,No,No,17,0,0,0,19
2003,Southern,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2003,Southern,Minor injury,Yes,Yes,No,No,1,0,0,0,1
2003,Southern,Minor injury,Yes,Yes,Yes,No,1,0,0,0,1
2003,Southern,Property damage only,No,No,No,No,1074,0,0,0,0
2003,Southern,Property damage only,No,No,No,Yes,43,0,0,0,0
2003,Southern,Property damage only,No,No,Yes,No,26,0,0,0,0
2003,Southern,Property damage only,No,No,Yes,Yes,1,0,0,0,0
2003,Southern,Property damage only,No,Yes,No,No,52,0,0,0,0
2003,Southern,Property damage only,No,Yes,No,Yes,2,0,0,0,0
2003,Southern,Property damage only,Yes,No,No,No,48,0,0,0,0
2003,Southern,Property damage only,Yes,No,Yes,No,3,0,0,0,0
2003,Southern,Property damage only,Yes,Yes,No,No,9,0,0,0,0
2003,Southern,Property damage only,Yes,Yes,Yes,Yes,1,0,0,0,0
2003,,Hospitalisation,No,No,No,No,17,0,19,6,3
2003,,Hospitalisation,No,No,No,Yes,3,0,3,0,0
2003,,Hospitalisation,No,No,Yes,No,1,0,1,0,0
2003,,Hospitalisation,No,Yes,No,No,1,0,1,0,0
2003,,Hospitalisation,Yes,No,No,No,5,0,6,0,1
2003,,Hospitalisation,Yes,No,No,Yes,2,0,3,1,0
2003,,Hospitalisation,Yes,Yes,No,No,1,0,2,1,0
2003,,Medical treatment,No,No,No,No,14,0,0,19,1
2003,,Medical treatment,No,Yes,No,No,3,0,0,3,0
2003,,Medical treatment,Yes,No,No,No,1,0,0,1,0
2003,,Minor injury,No,No,No,No,9,0,0,0,10
2003,,Minor injury,No,Yes,No,No,1,0,0,0,2
2003,,Property damage only,No,No,No,No,28,0,0,0,0
2003,,Property damage only,No,Yes,No,No,4,0,0,0,0
2003,,Property damage only,Yes,No,No,No,4,0,0,0,0
2004,Brisbane,Fatal,No,No,No,No,40,40,17,5,3
2004,Brisbane,Fatal,No,Yes,No,No,7,7,1,0,0
2004,Brisbane,Fatal,No,Yes,No,Yes,1,1,0,0,0
2004,Brisbane,Fatal,Yes,No,No,No,4,5,4,2,0
2004,Brisbane,Fatal,Yes,Yes,No,No,1,1,0,0,0
2004,Brisbane,Hospitalisation,No,No,No,No,1173,0,1374,124,85
2004,Brisbane,Hospitalisation,No,No,No,Yes,22,0,23,3,0
2004,Brisbane,Hospitalisation,No,No,Yes,No,19,0,21,3,0
2004,Brisbane,Hospitalisation,No,Yes,No,No,59,0,86,9,6
2004,Brisbane,Hospitalisation,Yes,No,No,No,82,0,105,16,4
2004,Brisbane,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0
2004,Brisbane,Hospitalisation,Yes,Yes,No,No,19,0,26,6,2
2004,Brisbane,Medical treatment,No,No,No,No,1872,0,0,2228,145
2004,Brisbane,Medical treatment,No,No,No,Yes,29,0,0,32,1
2004,Brisbane,Medical treatment,No,No,Yes,No,13,0,0,14,0
2004,Brisbane,Medical treatment,No,Yes,No,No,40,0,0,55,4
2004,Brisbane,Medical treatment,No,Yes,No,Yes,1,0,0,1,1
2004,Brisbane,Medical treatment,Yes,No,No,No,47,0,0,56,8
2004,Brisbane,Medical treatment,Yes,No,Yes,No,2,0,0,3,0
2004,Brisbane,Medical treatment,Yes,Yes,No,No,7,0,0,10,0
2004,Brisbane,Minor injury,No,No,No,No,1049,0,0,0,1242
2004,Brisbane,Minor injury,No,No,No,Yes,9,0,0,0,9
2004,Brisbane,Minor injury,No,No,Yes,No,3,0,0,0,4
2004,Brisbane,Minor injury,No,Yes,No,No,32,0,0,0,36
2004,Brisbane,Minor injury,No,Yes,Yes,No,1,0,0,0,1
2004,Brisbane,Minor injury,Yes,No,No,No,34,0,0,0,37
2004,Brisbane,Minor injury,Yes,Yes,No,No,1,0,0,0,1
2004,Brisbane,Property damage only,No,No,No,No,2190,0,0,0,0
2004,Brisbane,Property damage only,No,No,No,Yes,46,0,0,0,0
2004,Brisbane,Property damage only,No,No,Yes,No,38,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,No,No,138,0,0,0,0
2004,Brisbane,Property damage only,No,Yes,No,Yes,2,0,0,0,0
2004,Brisbane,Property damage only,Yes,No,No,No,167,0,0,0,0
2004,Brisbane,Property damage only,Yes,No,No,Yes,4,0,0,0,0
2004,Brisbane,Property damage only,Yes,No,Yes,No,2,0,0,0,0
2004,Brisbane,Property damage only,Yes,Yes,No,No,9,0,0,0,0
2004,Central,Fatal,No,No,No,No,22,24,6,3,0
2004,Central,Fatal,No,No,Yes,No,2,2,2,0,0
2004,Central,Fatal,No,Yes,No,No,4,4,0,0,0
2004,Central,Fatal,No,Yes,Yes,No,1,1,0,0,0
2004,Central,Fatal,Yes,No,No,No,7,7,1,1,0
2004,Central,Fatal,Yes,No,Yes,No,2,2,0,0,0
2004,Central,Fatal,Yes,Yes,No,No,1,1,0,0,0
2004,Central,Hospitalisation,No,No,No,No,362,0,461,71,27
2004,Central,Hospitalisation,No,No,No,Yes,26,0,32,3,3
2004,Central,Hospitalisation,No,No,Yes,No,24,0,36,2,0
2004,Central,Hospitalisation,No,Yes,No,No,17,0,22,0,1
2004,Central,Hospitalisation,No,Yes,No,Yes,3,0,7,1,0
2004,Central,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0
2004,Central,Hospitalisation,Yes,No,No,No,32,0,39,5,3
2004,Central,Hospitalisation,Yes,No,No,Yes,3,0,3,0,0
2004,Central,Hospitalisation,Yes,No,Yes,No,3,0,3,0,0
2004,Central,Hospitalisation,Yes,Yes,No,No,4,0,6,0,0
2004,Central,Medical treatment,No,No,No,No,366,0,0,467,24
2004,Central,Medical treatment,No,No,No,Yes,15,0,0,22,0
2004,Central,Medical treatment,No,No,Yes,No,17,0,0,20,2
2004,Central,Medical treatment,No,Yes,No,No,9,0,0,10,0
2004,Central,Medical treatment,No,Yes,Yes,No,1,0,0,1,0
2004,Central,Medical treatment,Yes,No,No,No,15,0,0,17,0
2004,Central,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2004,Central,Medical treatment,Yes,No,Yes,No,3,0,0,3,0
2004,Central,Medical treatment,Yes,Yes,No,No,4,0,0,4,0
2004,Central,Minor injury,No,No,No,No,200,0,0,0,246
2004,Central,Minor injury,No,No,No,Yes,14,0,0,0,15
2004,Central,Minor injury,No,No,Yes,No,12,0,0,0,13
2004,Central,Minor injury,No,Yes,No,No,6,0,0,0,7
2004,Central,Minor injury,No,Yes,No,Yes,1,0,0,0,1
2004,Central,Minor injury,Yes,No,No,No,11,0,0,0,12
2004,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2004,Central,Minor injury,Yes,Yes,No,No,1,0,0,0,1
2004,Central,Property damage only,No,No,No,No,725,0,0,0,0
2004,Central,Property damage only,No,No,No,Yes,36,0,0,0,0
2004,Central,Property damage only,No,No,Yes,No,22,0,0,0,0
2004,Central,Property damage only,No,Yes,No,No,45,0,0,0,0
2004,Central,Property damage only,Yes,No,No,No,60,0,0,0,0
2004,Central,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2004,Central,Property damage only,Yes,No,Yes,No,2,0,0,0,0
2004,Central,Property damage only,Yes,Yes,No,No,7,0,0,0,0
2004,Far Northern,Fatal,No,No,No,No,6,6,5,2,0
2004,Far Northern,Fatal,No,Yes,No,No,1,1,0,4,0
2004,Far Northern,Fatal,Yes,No,No,No,2,3,1,0,0
2004,Far Northern,Fatal,Yes,Yes,No,No,2,2,0,0,0
2004,Far Northern,Hospitalisation,No,No,No,No,284,0,332,32,20
2004,Far Northern,Hospitalisation,No,No,No,Yes,5,0,5,1,
2004,Far Northern,Hospitalisation,No,No,Yes,No,13,0,14,1,0
2004,Far Northern,Hospitalisation,No,Yes,No,No,15,0,21,2,0
2004,Far Northern,Hospitalisation,Yes,No,No,No,32,0,38,4,3
2004,Far Northern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0
2004,Far Northern,Hospitalisation,Yes,Yes,No,No,6,0,6,2,0
2004,Far Northern,Hospitalisation,Yes,Yes,Yes,No,1,0,1,1,1
2004,Far Northern,Medical treatment,No,No,No,No,229,0,0,267,8
2004,Far Northern,Medical treatment,No,No,No,Yes,7,0,0,9,1
2004,Far Northern,Medical treatment,No,No,Yes,No,5,0,0,6,0
2004,Far Northern,Medical treatment,No,Yes,No,No,8,0,0,10,1
2004,Far Northern,Medical treatment,Yes,No,No,No,16,0,0,16,0
2004,Far Northern,Medical treatment,Yes,No,Yes,No,1,0,0,3,0
2004,Far Northern,Medical treatment,Yes,Yes,No,No,1,0,0,1,0
2004,Far Northern,Minor injury,No,No,No,No,184,0,0,0,214
2004,Far Northern,Minor injury,No,No,No,Yes,5,0,0,0,6
2004,Far Northern,Minor injury,No,No,Yes,No,7,0,0,0,10
2004,Far Northern,Minor injury,No,Yes,No,No,7,0,0,0,7
2004,Far Northern,Minor injury,No,Yes,No,Yes,1,0,0,0,1
2004,Far Northern,Minor injury,Yes,No,No,No,11,0,0,0,13
2004,Far Northern,Property damage only,No,No,No,No,545,0,0,0,0
2004,Far Northern,Property damage only,No,No,No,Yes,14,0,0,0,0
2004,Far Northern,Property damage only,No,No,Yes,No,15,0,0,0,0
2004,Far Northern,Property damage only,No,Yes,No,No,35,0,0,0,0
2004,Far Northern,Property damage only,No,Yes,No,Yes,1,0,0,0,0
2004,Far Northern,Property damage only,Yes,No,No,No,36,0,0,0,0
2004,Far Northern,Property damage only,Yes,No,Yes,No,1,0,0,0,0
2004,Far Northern,Property damage only,Yes,Yes,No,No,10,0,0,0,0
2004,Far Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0
2004,North Coast,Fatal,No,No,No,No,45,48,20,3,0
2004,North Coast,Fatal,No,No,Yes,No,2,2,0,1,0
2004,North Coast,Fatal,No,Yes,No,No,3,3,4,0,0
2004,North Coast,Fatal,Yes,No,No,No,11,11,4,0,0
2004,North Coast,Fatal,Yes,No,No,Yes,1,2,2,1,0
2004,North Coast,Fatal,Yes,Yes,No,No,9,10,6,11,0
2004,North Coast,Hospitalisation,No,No,No,No,780,0,979,118,39
2004,North Coast,Hospitalisation,No,No,No,Yes,26,0,35,10,3
2004,North Coast,Hospitalisation,No,No,Yes,No,25,0,30,4,0
2004,North Coast,Hospitalisation,No,No,Yes,Yes,1,0,2,0,0
2004,North Coast,Hospitalisation,No,Yes,No,No,47,0,66,5,2
2004,North Coast,Hospitalisation,No,Yes,No,Yes,1,0,1,1,0
2004,North Coast,Hospitalisation,Yes,No,No,No,64,0,80,4,5
2004,North Coast,Hospitalisation,Yes,No,No,Yes,2,0,2,0,0
2004,North Coast,Hospitalisation,Yes,Yes,No,No,13,0,14,3,0
2004,North Coast,Hospitalisation,Yes,Yes,No,Yes,2,0,5,1,0
2004,North Coast,Medical treatment,No,No,No,No,868,0,0,1092,62
2004,North Coast,Medical treatment,No,No,No,Yes,19,0,0,23,0
2004,North Coast,Medical treatment,No,No,Yes,No,16,0,0,16,0
2004,North Coast,Medical treatment,No,Yes,No,No,42,0,0,59,5
2004,North Coast,Medical treatment,No,Yes,No,Yes,2,0,0,2,0
2004,North Coast,Medical treatment,No,Yes,Yes,No,1,0,0,1,0
2004,North Coast,Medical treatment,Yes,No,No,No,43,0,0,51,5
2004,North Coast,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2004,North Coast,Medical treatment,Yes,Yes,No,No,6,0,0,9,3
2004,North Coast,Minor injury,No,No,No,No,501,0,0,0,599
2004,North Coast,Minor injury,No,No,No,Yes,15,0,0,0,20
2004,North Coast,Minor injury,No,No,Yes,No,6,0,0,0,6
2004,North Coast,Minor injury,No,Yes,No,No,12,0,0,0,14
2004,North Coast,Minor injury,Yes,No,No,No,29,0,0,0,32
2004,North Coast,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2004,North Coast,Minor injury,Yes,Yes,No,No,6,0,0,0,6
2004,North Coast,Property damage only,No,No,No,No,1573,0,0,0,0
2004,North Coast,Property damage only,No,No,No,Yes,59,0,0,0,0
2004,North Coast,Property damage only,No,No,Yes,No,37,0,0,0,
2004,North Coast,Property damage only,No,Yes,No,No,100,0,0,0,0
2004,North Coast,Property damage only,No,Yes,No,Yes,4,0,0,0,0
2004,North Coast,Property damage only,Yes,No,No,No,116,0,0,0,0
2004,North Coast,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2004,North Coast,Property damage only,Yes,No,Yes,No,3,0,0,0,0
2004,North Coast,Property damage only,Yes,Yes,No,No,11,0,0,0,0
2004,Northern,Fatal,No,No,No,No,10,10,8,4,1
2004,Northern,Fatal,No,No,Yes,No,1,1,0,0,0
2004,Northern,Fatal,No,Yes,No,No,1,1,1,0,0
2004,Northern,Fatal,No,Yes,No,Yes,1,1,0,0,0
2004,Northern,Fatal,Yes,No,No,Yes,1,3,2,0,0
2004,Northern,Fatal,Yes,Yes,No,No,1,1,0,0,0
2004,Northern,Hospitalisation,No,No,No,No,230,0,268,29,16
2004,Northern,Hospitalisation,No,No,No,Yes,9,0,11,0,0
2004,Northern,Hospitalisation,No,No,Yes,No,8,0,8,0,1
2004,Northern,Hospitalisation,No,Yes,No,No,15,0,21,2,0
2004,Northern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0
2004,Northern,Hospitalisation,Yes,No,No,No,26,0,31,5,1
2004,Northern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0
2004,Northern,Hospitalisation,Yes,Yes,No,No,6,0,11,0,0
2004,Northern,Hospitalisation,Yes,Yes,No,Yes,1,0,2,0,0
2004,Northern,Medical treatment,No,No,No,No,239,0,0,301,19
2004,Northern,Medical treatment,No,No,No,Yes,11,0,0,13,0
2004,Northern,Medical treatment,No,Yes,No,No,8,0,0,10,2
2004,Northern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0
2004,Northern,Medical treatment,Yes,No,No,No,12,0,0,15,0
2004,Northern,Medical treatment,Yes,Yes,No,No,3,0,0,4,0
2004,Northern,Minor injury,No,No,No,No,127,0,0,0,148
2004,Northern,Minor injury,No,No,No,Yes,5,0,0,0,5
2004,Northern,Minor injury,No,No,Yes,No,3,0,0,0,3
2004,Northern,Minor injury,No,Yes,No,No,5,0,0,0,5
2004,Northern,Minor injury,Yes,No,No,No,8,0,0,0,9
2004,Northern,Property damage only,No,No,No,No,449,0,0,0,0
2004,Northern,Property damage only,No,No,No,Yes,16,0,0,0,0
2004,Northern,Property damage only,No,No,Yes,No,8,0,0,0,0
2004,Northern,Property damage only,No,Yes,No,No,32,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,No,41,0,0,0,0
2004,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2004,Northern,Property damage only,Yes,Yes,No,No,1,0,0,0,0
2004,South Eastern,Fatal,No,No,No,No,26,27,14,0,1
2004,South Eastern,Fatal,No,Yes,No,No,7,7,3,0,0
2004,South Eastern,Fatal,Yes,No,No,No,10,10,4,2,0
2004,South Eastern,Fatal,Yes,Yes,No,No,1,2,0,0,0
2004,South Eastern,Hospitalisation,No,No,No,No,734,0,876,74,55
2004,South Eastern,Hospitalisation,No,No,No,Yes,18,0,19,0,3
2004,South Eastern,Hospitalisation,No,No,Yes,No,12,0,12,0,1
2004,South Eastern,Hospitalisation,No,Yes,No,No,41,0,49,11,4
2004,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,4,0,0
2004,South Eastern,Hospitalisation,Yes,No,No,No,71,0,91,14,2
2004,South Eastern,Hospitalisation,Yes,No,No,Yes,2,0,2,2,0
2004,South Eastern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0
2004,South Eastern,Hospitalisation,Yes,Yes,No,No,15,0,20,1,0
2004,South Eastern,Medical treatment,No,No,No,No,835,0,0,1011,73
2004,South Eastern,Medical treatment,No,No,No,Yes,17,0,0,18,2
2004,South Eastern,Medical treatment,No,No,Yes,No,11,0,0,11,0
2004,South Eastern,Medical treatment,No,Yes,No,No,24,0,0,28,3
2004,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,1
2004,South Eastern,Medical treatment,Yes,No,No,No,43,0,0,49,3
2004,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2004,South Eastern,Medical treatment,Yes,Yes,No,No,6,0,0,11,0
2004,South Eastern,Minor injury,No,No,No,No,499,0,0,0,616
2004,South Eastern,Minor injury,No,No,No,Yes,8,0,0,0,12
2004,South Eastern,Minor injury,No,No,Yes,No,8,0,0,0,10
2004,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,17
2004,South Eastern,Minor injury,No,Yes,No,Yes,2,0,0,0,2
2004,South Eastern,Minor injury,Yes,No,No,No,25,0,0,0,25
2004,South Eastern,Minor injury,Yes,No,Yes,No,2,0,0,0,5
2004,South Eastern,Minor injury,Yes,Yes,No,No,5,0,0,0,6
2004,South Eastern,Property damage only,No,No,No,No,1147,0,0,0,0
2004,South Eastern,Property damage only,No,No,No,Yes,41,0,0,0,0
2004,South Eastern,Property damage only,No,No,Yes,No,16,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,No,No,75,0,0,0,0
2004,South Eastern,Property damage only,No,Yes,Yes,No,1,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,No,137,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2004,South Eastern,Property damage only,Yes,No,Yes,No,8,0,0,0,0
2004,South Eastern,Property damage only,Yes,Yes,No,No,14,0,0,0,0
2004,Southern,Fatal,No,No,No,No,35,41,21,3,3
2004,Southern,Fatal,No,No,No,Yes,1,1,1,0,0
2004,Southern,Fatal,No,No,Yes,No,6,8,9,0,0
2004,Southern,Fatal,No,Yes,No,No,6,6,2,0,0
2004,Southern,Fatal,Yes,No,No,No,2,2,1,0,0
2004,Southern,Fatal,Yes,No,Yes,Yes,1,1,0,0,0
2004,Southern,Fatal,Yes,Yes,No,No,5,6,4,1,0
2004,Southern,Hospitalisation,No,No,No,No,467,0,577,47,28
2004,Southern,Hospitalisation,No,No,No,Yes,23,0,28,4,1
2004,Southern,Hospitalisation,No,No,Yes,No,31,0,42,4,0
2004,Southern,Hospitalisation,No,No,Yes,Yes,1,0,1,1,0
2004,Southern,Hospitalisation,No,Yes,No,No,31,0,42,7,1
2004,Southern,Hospitalisation,No,Yes,No,Yes,3,0,3,0,0
2004,Southern,Hospitalisation,No,Yes,Yes,No,1,0,1,1,0
2004,Southern,Hospitalisation,Yes,No,No,No,50,0,62,6,4
2004,Southern,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0
2004,Southern,Hospitalisation,Yes,Yes,No,No,6,0,9,2,0
2004,Southern,Medical treatment,No,No,No,No,465,0,0,589,33
2004,Southern,Medical treatment,No,No,No,Yes,13,0,0,15,
2004,Southern,Medical treatment,No,No,Yes,No,15,0,0,18,0
2004,Southern,Medical treatment,No,Yes,No,No,19,0,0,22,1
2004,Southern,Medical treatment,Yes,No,No,No,20,0,0,27,0
2004,Southern,Medical treatment,Yes,No,Yes,No,4,0,0,4,0
2004,Southern,Medical treatment,Yes,Yes,No,No,1,0,0,2,0
2004,Southern,Minor injury,No,No,No,No,305,0,0,0,373
2004,Southern,Minor injury,No,No,No,Yes,13,0,0,0,19
2004,Southern,Minor injury,No,No,Yes,No,8,0,0,0,8
2004,Southern,Minor injury,No,Yes,No,No,11,0,0,0,15
2004,Southern,Minor injury,Yes,No,No,No,7,0,0,0,7
2004,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,7
2004,Southern,Property damage only,No,No,No,No,1212,0,0,0,0
2004,Southern,Property damage only,No,No,No,Yes,56,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,No,34,0,0,0,0
2004,Southern,Property damage only,No,No,Yes,Yes,1,0,0,0,0
2004,Southern,Property damage only,No,Yes,No,No,51,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,No,60,0,0,0,0
2004,Southern,Property damage only,Yes,No,No,Yes,1,0,0,0,0
2004,Southern,Property damage only,Yes,No,Yes,No,1,0,0,0,0
2004,Southern,Property damage only,Yes,Yes,No,No,8,0,0,0,0
2004,,Hospitalisation,No,No,No,No,6,0,8,1,2
2004,,Hospitalisation,No,Yes,No,No,2,0,2,0,0
2004,,Hospitalisation,Yes,No,No,No,1,0,2,2,0
2004,,Medical treatment,No,No,No,No,7,0,0,7,0
2004,,Medical treatment,No,No,No,Yes,1,0,0,1,0
2004,,Medical treatment,Yes,No,No,No,1,0,0,1,0
2004,,Minor injury,No,No,No,No,4,0,0,0,4
2004,,Property damage only,No,No,No,No,12,0,0,0,0
2004,,Property damage only,No,No,No,Yes,1,0,0,0,0
2005,Brisbane,Fatal,No,No,No,No,23,24,4,1,1
2005,Brisbane,Fatal,No,No,Yes,No,1,1,0,0,0
2005,Brisbane,Fatal,No,Yes,No,No,6,6,1,0,0
2005,Brisbane,Fatal,Yes,No,No,No,8,8,6,0,0
2005,Brisbane,Fatal,Yes,Yes,No,No,3,3,1,3,0
2005,Brisbane,Hospitalisation,No,No,No,No,1252,0,1457,147,93
2005,Brisbane,Hospitalisation,No,No,No,Yes,26,0,29,2,5
2005,Brisbane,Hospitalisation,No,No,Yes,No,16,0,19,0,2
2005,Brisbane,Hospitalisation,No,Yes,No,No,49,0,67,3,2
2005,Brisbane,Hospitalisation,Yes,No,No,No,80,0,100,11,3
2005,Brisbane,Hospitalisation,Yes,No,Yes,No,5,0,5,3,0
2005,Brisbane,Hospitalisation,Yes,Yes,No,No,24,0,36,9,1
2005,Brisbane,Medical treatment,No,No,No,No,1741,0,0,2116,151
2005,Brisbane,Medical treatment,No,No,No,Yes,28,0,0,35,1
2005,Brisbane,Medical treatment,No,No,Yes,No,25,0,0,27,0
2005,Brisbane,Medical treatment,No,Yes,No,No,49,0,0,54,7
2005,Brisbane,Medical treatment,No,Yes,No,Yes,3,0,0,3,0
2005,Brisbane,Medical treatment,Yes,No,No,No,62,0,0,71,3
2005,Brisbane,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2005,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0
2005,Brisbane,Medical treatment,Yes,Yes,No,No,9,0,0,14,2
2005,Brisbane,Medical treatment,Yes,Yes,No,Yes,1,0,0,2,0
2005,Brisbane,Minor injury,No,No,No,No,928,0,0,0,1107
2005,Brisbane,Minor injury,No,No,No,Yes,11,0,0,0,14
2005,Brisbane,Minor injury,No,No,Yes,No,6,0,0,0,6
2005,Brisbane,Minor injury,No,Yes,No,No,31,0,0,0,37
2005,Brisbane,Minor injury,Yes,No,No,No,29,0,0,0,33
2005,Brisbane,Minor injury,Yes,Yes,No,No,6,0,0,0,8
2005,Brisbane,Property damage only,No,No,No,No,2023,0,0,0,0
2005,Brisbane,Property damage only,No,No,No,Yes,66,0,0,0,0
2005,Brisbane,Property damage only,No,No,Yes,No,31,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,No,129,0,0,0,0
2005,Brisbane,Property damage only,No,Yes,No,Yes,1,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,No,174,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,No,Yes,2,0,0,0,0
2005,Brisbane,Property damage only,Yes,No,Yes,No,3,0,0,0,0
2005,Brisbane,Property damage only,Yes,Yes,No,No,24,0,0,0,0
2005,Central,Fatal,No,No,No,No,18,25,5,1,0
2005,Central,Fatal,No,No,Yes,No,9,10,2,1,0
2005,Central,Fatal,No,Yes,No,No,2,2,0,0,0
2005,Central,Fatal,Yes,No,No,No,7,7,4,3,0
2005,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0
2005,Central,Fatal,Yes,Yes,No,No,3,3,0,0,0
2005,Central,Hospitalisation,No,No,No,No,381,0,449,44,24
2005,Central,Hospitalisation,No,No,No,Yes,15,0,18,0,1
2005,Central,Hospitalisation,No,No,Yes,No,37,0,49,6,0
2005,Central,Hospitalisation,No,Yes,No,No,25,0,34,3,2
2005,Central,Hospitalisation,Yes,No,No,No,48,0,59,7,1
2005,Central,Hospitalisation,Yes,No,Yes,No,5,0,5,0,0
2005,Central,Hospitalisation,Yes,Yes,No,No,10,0,15,0,0
2005,Central,Medical treatment,No,No,No,No,355,0,0,437,31
2005,Central,Medical treatment,No,No,No,Yes,13,0,0,16,
2005,Central,Medical treatment,No,No,Yes,No,13,0,0,15,0
2005,Central,Medical treatment,No,Yes,No,No,12,0,0,13,2
2005,Central,Medical treatment,Yes,No,No,No,25,0,0,30,3
2005,Central,Medical treatment,Yes,No,No,Yes,1,0,0,1,0
2005,Central,Medical treatment,Yes,No,Yes,No,1,0,0,1,0
2005,Central,Medical treatment,Yes,Yes,No,No,1,0,0,1,0
2005,Central,Minor injury,No,No,No,No,223,0,0,0,262
2005,Central,Minor injury,No,No,No,Yes,5,0,0,0,5
2005,Central,Minor injury,No,No,Yes,No,12,0,0,0,13
2005,Central,Minor injury,No,Yes,No,No,6,0,0,0,7
2005,Central,Minor injury,Yes,No,No,No,16,0,0,0,19
2005,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1
2005,Central,Minor injury,Yes,Yes,No,No,4,0,0,0,4
2005,Central,Property damage only,No,No,No,No,756,0,0,0,0
2005,Central,Property damage only,No,No,No,Yes,37,0,0,0,0
2005,Central,Property damage only,No,No,Yes,No,29,0,0,0,0
2005,Central,Property damage only,No,Yes,No,No,40,0,0,0,0
2005,Central,Property damage only,Yes,No,No,No,63,0,0,0,0
2005,Central,Property damage only,Yes,No,Yes,No,4,0,0,0,0
2005,Central,Property damage only,Yes,Yes,No,No,10,0,0,0,0
2005,Far Northern,Fatal,No,No,No,No,13,13,1,0,1
2005,Far Northern,Fatal,No,No,No,Yes,1,1,0,0,0
2005,Far Northern,Fatal,No,Yes,No,No,5,5,1,1,0
2005,Far Northern,Fatal,Yes,No,No,No,7,7,0,1,1
2005,Far Northern,Fatal,Yes,Yes,No,No,1,1,1,1,0
2005,Far Northern,Fatal,Yes,Yes,No,Yes,1,1,0,0,0
2005,Far Northern,Hospitalisation,No,No,No,No,297,0,353,29,17
2005,Far Northern,Hospitalisation,No,No,No,Yes,12,0,12,0,0
2005,Far Northern,Hospitalisation,No,No,Yes,No,9,0,12,1,1
2005,Far Northern,Hospitalisation,No,Yes,No,No,23,0,26,1,0
